Object,Start,End,Count,
TB2_T2Cell03_nmito115_LES,438,457,19,
TB2_T2Cell03_nmito116_LES,450,462,28,
TB2_T2Cell03_nmito117_LES,469,478,10,
TB2_T2Cell03_nmito118_LES,450,467,29,
TB2_T2Cell03_nmito119_LES,454,459,13,
TB2_T2Cell03_nmito120_LES,446,460,48,
TB2_T2Cell03_nmito121_LES,452,457,13,
TB2_T2Cell03_nmito122_LES,455,463,15,
TB2_t2cell03_nmito123_LES,452,455,4,
TB2_t2cell03_nmito124_LES,448,456,9,
TB2_t2cell03_nmito125_LES,430,435,6,
TB2_t2cell03_nmito126_LES,452,479,30,
TB2_t2cell03_nmito127_LES,459,471,37,
TB2_t2cell03_nmito128_LES,459,469,18,
TB2_t2cell03_nmito129_LES,483,505,23,
TB2_t2cell03_nmito130_LES,490,503,20,
TB2_t2cell03_nmito131_LES,497,500,4,
TB2_t2cell03_nmito132_LES,483,498,16,
TB2_t2cell03_nmito133_LES,463,496,74,
TB2_t2cell03_nmito134_LES,472,491,26,
TB2_t2cell03_nmito135_LES,461,479,30,
TB2_t2cell03_nmito136_LES,486,487,2,
TB2_t2cell03_nmito137_LES,458,491,40,
TB2_t2cell03_nmito138_LES,456,475,35,
TB2_t2cell03_nmito139_LES,456,464,15,
TB2_t2cell03_nmito140_LES,460,463,4,
TB2_t2cell03_nmito141_LES,453,461,16,
TB2_t2cell03_nmito142_LES,448,457,15,
TB2_t2cell03_nmito143_LES,452,457,8,
TB2_t2cell03_nmito144_LES,475,479,5,
TB2_t2cell03_nmito145_LES,460,481,59,
TB2_t2cell03_nmito146_LES,465,473,9,
TB2_t2cell03_nmito147_LES,464,468,8,
TB2_t2cell03_nmito148_LES,460,470,12,
TB2_t2cell03_nmito149_LES,450,465,16,
TB2_t2cell03_nmito150_LES,452,470,21,
TB2_t2cell03_nmito151_LES,459,464,9,
TB2_t2cell03_nmito152_LES,448,460,20,
TB2_t2cell03_nmito153_LES,443,463,32,
TB2_t2cell03_nmito154_LES,452,466,34,
TB2_t2cell03_nmito155_LES,450,473,27,
TB2_t2cell03_nmito156_LES,475,489,38,
TB2_t2cell03_nmito157_LES,466,476,12,
TB2_t2cell03_nmito158_LES,459,467,15,
TB2_t2cell03_nmito159_LES,450,474,28,
TB2_t2cell03_nmito160_LES,470,471,2,
TB2_t2cell03_nmito161_LES,463,471,10,
TB2_t2cell03_nmito162_LES,463,467,7,
TB2_t2cell03_nmito163_LES,456,471,19,
TB2_t2cell03_nmito164_LES,454,461,8,
TB2_t2cell03_nmito165_LES,428,459,91,
TB2_t2cell03_nmito166_LES,466,471,12,
TB2_t2cell03_nmito167_LES,463,466,4,
TB2_t2cell03_nmito168_LES,451,461,25,
TB2_t2cell03_nmito169_LES,455,457,3,
TB2_t2cell03_nmito170_LES,444,455,12,
TB2_t2cell03_nmito171_LES,446,459,14,
TB2_t2cell03_nmito172_LES,442,451,10,
TB2_t2cell03_nmito173_LES,444,450,15,
TB2_t2cell03_nmito174_LES,428,454,78,
TB2_t2cell03_nmito175_LES,436,445,14,
TB2_t2cell03_nmito176_LES,442,447,10,
TB2_t2cell03_nmito177_LES,448,449,3,
TB2_t2cell03_nmito178_LES,435,449,29,
TB2_t2cell03_nmito179_LES,432,444,18,
TB2_t2cell03_nmito180_LES,440,454,26,
TB2_t2cell03_nmito181_LES,446,447,2,
TB2_t2cell03_nmito182_LES,434,447,19,
TB2_t2cell03_nmito183_LES,446,449,4,
TB2_t2cell03_nmito184_LES,444,455,16,
TB2_t2cell03_nmito185_LES,447,452,6,
TB2_t2cell03_nmito186_LES,446,449,4,
TB2_t2cell03_nmito187_LES,438,449,12,
TB2_t2cell03_nmito188_LES,430,447,20,
TB2_t2cell03_nmito189_LES,438,443,6,
TB2_t2cell03_nmito190_LES,436,441,5,
TB2_t2cell03_nmito192_LES,440,443,4,
TB2_t2cell03_nmito193_LES,430,442,12,
TB2_t2cell03_nmito194_LES,438,441,4,
TB2_t2cell03_nmito195_LES,433,439,6,
TB2_t2cell03_nmito196_LES,430,441,15,
TB2_t2cell03_nmito197_LES,428,441,15,
TB2_t2cell03_nmito198_LES,428,432,5,
TB2_t2cell03_nmito199_LES,429,436,8,
TB2_t2cell03_nmito200_LES,426,428,3,
TB2_t2cell03_nmito201_LES,426,432,7,
TB2_t2cell03_nmito202_LES,424,439,15,
TB2_t2cell03_nmito203_LES,424,429,6,
TB2_t2cell03_nmito204_LES,408,418,16,
TB2_t2cell03_nmito205_LES,425,435,13,
TB2_t2cell03_nmito206_LES,427,435,9,
TB2_t2cell03_nmito207_LES,425,431,14,
TB2_t2cell03_nmito208_LES,420,442,22,
TB2_t2cell03_nmito209_LES,425,434,12,
TB2_t2cell03_nmito210_LES,436,442,6,
TB2_t2cell03_nmito211_LES,430,442,15,
TB2_t2cell03_nmito212_LES,428,441,15,
TB2_t2cell03_nmito213_LES,438,447,11,
TB2_t2cell03_nmito214_LES,433,439,7,
TB2_t2cell03_nmito215_LES,434,436,3,
TB2_t2cell03_nmito216_LES,416,436,23,
TB2_T2Cell03_nmito217_DSU,453,471,38,
TB2_t2cell03_nuc_DE,385,457,80,
TB2_T2Cell03_Nuchole_2_DE,413,447,34,
TB2_t2cell03_NucHole_DE,413,447,34,
TB2_t2cell04_atmito01_RSL,462,476,31,
TB2_t2cell04_atmito02_RSL,550,563,16,
TB2_t2cell04_atmito08_RSL,554,563,21,
TB2_t2cell04_atmito11_RSL,504,530,65,
TB2_t2cell04_atmito12_RSL,526,543,62,
TB2_t2cell04_atmito13_RSL,547,555,18,
TB2_t2cell04_atmito14_RKJ,513,527,18,
TB2_t2cell04_CM_RSL,457,563,254,
TB2_T2Cell04_Nmito001_LES,459,464,9,
TB2_T2Cell04_Nmito002_LES,460,481,34,
TB2_T2Cell04_Nmito005_LES,473,513,48,
TB2_T2Cell04_Nuc_DE,472,563,100,
TB2_t2cell04_nuc_RSL,472,563,95,
TB2_t2cell06_atmito01_RSL,552,563,32,
TB2_T2Cell06_CM_KP,558,563,6,
TB2_t2cell06_CM_LES,548,563,19,
TB2_T2Cell06_nuc_KP,559,563,5,
TB2_T2Cell07_Atmito01_LES,469,483,15,
TB2_T2Cell07_Atmito02_LES,418,466,49,
TB2_T2Cell07_Atmito03_LES,436,471,36,
TB2_T2Cell07_Atmito04_LES,441,466,32,
TB2_T2Cell07_Atmito05_cristae_RSL,416,449,451,
TB2_T2Cell07_Atmito05_RSL,416,449,38,
TB2_T2Cell07_Atmito06_RSL,379,392,14,
TB2_T2Cell07_Atmito07_RSL,470,500,32,
TB2_T2Cell07_CM_LES,305,553,465,
TB2_T2Cell07_nuc_LES,363,474,110,
TB2_t2cell08_atmito09_RSL,549,562,26,
TB2_T2Cell08_CM_KP,530,563,41,
TB2_T2Cell08_nuc_KP,539,563,24,
TB2_T2Cell10_nuc_KP,515,563,70,
TB2_T2Cell11_nuc_KP,533,563,30,
TB2_T2Cell12_nmito001_DSU,474,477,8,
TB2_T2Cell12_nuc_KP,471,539,86,
TB2_T2Cell13_CM_LES,335,563,258,
TB2_T2Cell13_nuc_KP,456,561,102,
TB2_T2Cell14_ATmito01_RSL,366,386,21,
TB2_T2Cell14_CM_LES,335,550,441,
TB2_T2Cell14_Nuc_LES,345,439,100,
TB2_t3cell01_CM_LES,345,353,3,
TB2_T3Cell02_Atmito01_LES,360,369,10,
TB2_t3cell02_CM_RSL,337,563,667,
TB2_t3cell02_junct01_RSL,354,360,24,
TB2_t3cell02_junct01_ves_RSL,348,367,677,
TB2_t3cell02_junct02_RSL,357,365,5,
TB2_t3cell02_junct02_ves_RSL,348,370,147,
TB2_t3cell02_junct03_ves_RSL,349,359,274,
TB2_t3cell02_junct04_ves_RSL,359,374,857,
TB2_T3Cell02_nuc_RSL,347,431,225,
TB2_T3Cell04_CM_KP,510,563,44,
TB2_T3Cell06_CM_RSL,486,555,47,
TB2_T3Cell06_nuc_KP,490,563,95,
TB2_T3Cell07_nuc_KP,440,536,99,
TB2_T3Cell08_Nuc_DE,454,526,126,
TB2_T3Cell08_nuc_KP,453,526,123,
TB2_T3Cell08_nuchole_DE,461,480,15,
TB2_T3Cell09_CM_KP,487,563,138,
TB2_T3cell09_nuc_RSL,488,563,180,
TB2_T3cell10_nuc_RSL,441,467,16,
TB3_Edge_CM_RSL,344,489,146,
TB3_Edge_nuc_RSL,383,487,210,
TB3_NF01-PG_RSL,200,518,2681,
TB3_t2cell01_atmito01_RKJ,554,563,17,
TB3_t2cell01_atmito02_RKJ,522,558,42,
TB3_t2cell01_atmito03_RKJ,515,542,41,
